n_votes	n_comments	year	selected	title	speaker_info	section	target_audience	type	prerequisites	description	speaker_link_present	content_url_present	deadlinediff
35	2	2015	False	distributed programming celery	i work chief technology architect aviso inc responsible managing infrastructure used aviso  in addition i also responsible managing indian operations  in spare time i volunteer provide workshops family charitable trust   httpwwwvebsnetcom	concurrency	intermediate	workshops	nan	in workshop go basics celery works create tasks run asynchronusly  we talk tasks monitored managed using options provided celery  at end brief talk scale infrastructure done aviso inc	False	True	0
15	5	2015	True	django projects right way	nan	web development	intermediate	workshops	nan	"you want start django project confused overwhelmed this workshop answer what if queriesthe workshop showcase setup firm base django project using best practices learnt time standing shoulders gaints i try teach setup flow ground batteries includedthe workshop focus oni using pydannydjangocookiecutter base layout explain different components part moving ahead test driven development sample apps configure travis ci run deploy project different set environments suitable development qa ill also touch based little bit optimum shelleditor setup maximising productivity around pythondjango projectwhy workshop talk
because i want much interactive possible i want unstructured solve many queries possible developers havefootnotes
 for sake simplicity popularity sublime text used"	False	False	-120
35	2	2015	True	simple hacks make your django website faster	jeet cto sliderule online education startup he graduated iit bombay building complex web products  years	web development	beginner	talks	familiarity django	you built awesome django website loved early users starting get serious traffic are investing time handling alerts autoscaling starting get worried hosting costs django framework python community built great solutions youthis talk introduce various django caching features easy use talk ajax edge side caching esi discuss offload tasks async process queue users continue experience superfast website	True	True	-94
9	0	2015	False	automating infrastructure deployments fabric	i fullstack devops engineer i also build mobile native ios android apps so build scalable maintainable stuff web mobile desktop a github addict an opensource enthusiast vim fanatic	infrastructure	intermediate	workshops	nan	in experience fullstack devops engineer i seen plenty startups configure deploy applications manually most startups aware automated deployments or aware dry principles matter it timeconsuming errorprone process and madness stop this workshop focussed solving problem we using python library called fabric fabric python use node  php virtually language  for demonstration i try deploy fairly complex polyglot application built python node this going beginner intermediate level worksop at end worksop able automate infrastructure deployment be much dry possible	True	False	7
22	0	2015	False	analyzing python code pylint	"im open source enthusiast coming romania lead maintainer pylint project way becoming cpython core contributor someday
im also interested language design interpreters static analysis languages work hood well building community around technology founder biggest romanian python group ropython"	others	intermediate	talks	the participants basic understanding python no prerequisite necessary since concepts explained talkthe following concepts explained talk	"given dynamic nature python bugs tend creep codebases innocents nameerrors hardtofind bugs variables used closure
but defined loop stand chance front pylint httppylintorgin talk ill present one oldest static analysis tools python emphasis understand python code
pylint style checker enforcing pep  rules well code checker vein pyflakes pychecker true power isnt
always obvious eye beholder especially hidden verbosity interpreting results daunting task
but tricks used improve user experience enabling structural checking e flag disabling
unwanted category checkspylint detect simple bugs unused variables imports also detect complicated cases
such invalid arguments passed functions understands method resolution order classes generators contexts managers and
what special methods arent implemented correctlystarting abstract syntax trees well go inference engine well see pylint understands logical flow program and
what sort type hinting techniques used improve inference including pep  type hints
pylints roadmap includes better understanding python code improving flow control analysis escape analysis understanding metaclasses descriptors
and better type checker well improving user experience reducing number false positives currently has
as bonus ill show used help port longforgotten library python  using new pyk mode
which emits warnings regarding python  compatibilitythe talk overview contain following aspectsgeneral architecture pylintthe types bugs pylint detect interpret reports generated focus output effective static fixes code"	False	False	-112
6	0	2015	True	test driven development ansible	pooja salpekar application developer thoughtworks pooja developing software ruby rails pythondjango based webapps throughout career she worked sms integrated web apps ussd based projects africa drove development test trend analyzer thoughtworks product part team worked load balancing cloud computing environmentshe enjoys mentoring conducted ruby sessions college students uganda teaching basics ruby based webdevelopment she part core organizing team railsgirls pune she working delivering software agile teams following industry certified practices like continuous integration continuous delivery test driven development pair programming passionate writing clean code pooja penchant exploring anything new frameworks development paradigms technical nontechnical	infrastructure	intermediate	talks	nan	when deploying administering large infrastructures still common think terms individual machines rather view entire infrastructure combined whole this standard practice creates many problems including laborintensive administration high cost ownership limited generallyavailable knowledge code usable administering large infrastructures steve traugott joel huddlestonserver infrastructure traditionally lagged far behind development practices terms code quality testing continuous integration continuous developmentwhen write ansible scripts cm coding every code prone defects all us understand benefits testdriving application code the applies infrastructure code testing becomes even significant case deployments spanning large clusters nodestestdriving allows infrastructure teams confidence configuration changes applied intended across many different systems intended effect this allows whole system trusted updated without fear introducing breaking changes otherwise causing instabilitythe objective cover agile lifecycle infrastructure code provide quick demo test drive ansible scripts	True	True	-119
21	1	2015	False	web security pythondjango	httpmanishbhattacharyacombug hunter security consultant python developer hackerearth	security	beginner	talks	basic understanding web  django	im thinking talk basic web applications security issues owasp top   respective protection django  if time allow may demos	True	True	24
6	0	2015	False	ensuring data consistency across global data centers low latency	plaban working area web services development various startups currently working senior engineer knowlarity communications he keeps interest web services development core computer science topics	web development	beginner	talks	beginner level knowledge web services	"the talk based ongoing project knowlarity communications cloud telephony startup which
they moving data resources individual datacenters cloud building rest interface manage themthis talk cover various aspects project asbenefits  data consistency standardized api role based access controls etcchallenges latency concurrency internationalization etcconcepts what makes rest awesomethis project built using python rest framework"	False	False	4
1	0	2015	False	operating system deployment monitoring using sockets	nan	network programming	beginner	talks	nan	operating system deployment datacenter common job when comes deployments n number servers administratorsusers always use kickstartautomated installation the objective proposal show effectively monitoring os deployments multiple servers done using python network socket programming	True	True	1
17	0	2015	True	how detect phishing urls using pyspark decision trees	i independent security researcher my interests lie intersection network security data science big data during graduate studies part cesr center evidencebased security research worked understanding botnets developing ways combat cyber crime i currently building series data driven network security productsservices	security	intermediate	talks	willingness ask questions attendees must preliminary understanding phishing pages understanding machine learning primitives favorable essential	credential theft via use phishing pages form bulk commonmanincidents todays information security landscape this talk aimed looking ways detect phishing pages leveraging large quantities previously seen phishing pages using machine learning algorithms predict future phishing pages high degree accuracycurrent systems detect maliciousness web pages rely factors reputation domain name flux domain name reputation ip address whitelists blacklistswhile approaches proved successful past the content web page deciding factor determine page phishing page original page activity the model designed proved accurate   features hence delivering promising results	False	True	-94
7	0	2015	True	fedmsg the message bus fedora infrastructure	nan	web development	intermediate	talks	nan	this talk introduce fedmsg utility works fedmsg message passing system based zeromq used fedora project infrastructure services fedora infrastructure hooked fedmsg send messages one another message bus instead communicating heterogeneous manner the talk also demo build apps top fedmsgthe talk organized follows	False	True	-100
2	0	2015	False	x cool features python interpretors	anuvrat rude arrogant egomaniacal jerk frequently insults random strangers audience attend talk riskbah kidding friendly guy likes run cycle code survives solving challenging technical problems mind rebels stagnation	core python	beginner	talks	written executed hello world python thou shall feel alienated	"this talk shall take page clickbaity online journals talk lines x cool things could python interpretors
ive using python everyday three years wasnt days ago i bumped switch python command line forces drop shell executing scriptthe plan share embarrassingly simple tips tricks use without much conscious thoughts"	True	False	18
9	2	2015	True	solving logical puzzles natural language processing	ashutosh machine learning nlp scientist graduated iiitb founder bracketpy beta his area interest nlp machine learning distributed computing he also active spark open source contributor  speaker apache spark bangalore meetup	data visualization analytics	beginner	talks	the algorithmic concepts would covered basics  only knowledge simple linear algebra matrix multiplication required	"ever imagined algorithm able solve classic odd man out  problems  solving analogy problems  well thats impossible provided large data consider brain solve problems if seen words asked puzzle solve problems we need contextual information words also notice carefully problems somewhat similar require memory precisely store contextual informationso algorithm make possible this i going talk how build contextual space words  googles wordvec able solve problems  to pride awesome implementation python  gensim  i talking train model everything keep mind dealing itwordvec creates model easily query tasks  you easily ask model   man king   woman  
it replies happily  queen  lets go optimistic ask  one match 
breakfast cereal dinner lunch
 as wished says cerealto achieve accuracy need  ample amount data build contextual space word google released  billion words news dataset ill demonstrate wordvec model trained upon"	True	True	-126
11	0	2015	False	the awesome data structures python	devi freelance programmerconsultant trainer she using python many years different fields like cryptography natural language processing web development etc currently works lead developerarchitect powertoflyshe done mtech computational science iisc tried teaching mathematicsshe given workshop web development  code deployment pycon india  well received	core python	intermediate	talks	working knowledge python required	elegance python code often comes proper use powerful data structures offers well discuss powerful data structures python examples use cases  starting builtins shiny new ones python at end talk youll know data structure use	False	False	0
11	3	2015	True	building nextgen iot solutions using python cloud	abhishek narain  technical evangelist microsoftas technical evangelist abhishek helps developers adapt latest technologies he devices gadget enthusiast loves exploring various boards previously consultant microsoft focused web stack azure crossplatform client dev game development he regular speaker technology conferences  teched user groups osi days droidcon etc prior microsoft abhishek working infragistics  leading uiux company he worked extensively html awarded microsoft mvp award contributions client web technologies working outside microsoftsaurabh kirtani  technical evangelist microsoftas technical evangelist saurabh kirtani worked majorly technologies azure iotbased solutions game dev unity clientside web dev responsive design js jquery htmlcss he regular speaker various developer camps conferences teched azure conference gids other technology likes follow cricket lawn tennis watch comedysuspense tv shows spend time quora	embedded python	beginner	workshops	"attendees workshop requested bring hardware  raspberry pi b arduino uno board weather shield stackable headers usb a b cable connect arduino raspberry pi usb 
more details available herethere  hardware setups made available workshop attendees strongly requested get hardwarealso get basic knowledge communication protocols http post  amqp"	in workshop use use raspberry pi b  running linux connect various sensors  temperature ultrasonic light sensor  leverage power python push sensoriot data cloud in practical scenarios setup extended millions devices number different sensors however bigger challenge resides successfully collecting analyzing data devices realtime for leverage power cloud realtime analytics we divide entire walkthrough  main parts   getting started python raspberry pi running linux   mins   capture data multiple sensors   mins   post device data cloud   mins   perform realtime analytics using stream analytics   minsthe remaining time allocated qasraspberry pi single board computer broadly used learning industry creating prototypes its pretty well known board due capabilities addition cheap cost time permits also use another development board intel  galileo deploying code we would leverage arduino uno would read sensor data pass raspberry pigalileo we would use sparkfun weather shield sensor kit arduino compatible shield we use gateway architecture connecting arduino raspberry pigalileo turn setup secure data communication cloudplease read prerequisites coming workshop	False	False	-89
12	0	2015	True	creating deployment  customizing linux vms azure python	shweta gupta senior program manager microsoft working microsoft azure four years she works partners architecting optimizing hands implementation adopt azure she degree computer application finance management industry experience eight years financial reporting she passionate technology loves code explore new technologies	infrastructure	intermediate	talks	"the audience need know basics python syntax 
we using python x demos"	i fell love python soon i started working it amazing see simple language deployed automate complex workloads azurethrough talk demonstrate power python deploying customization management infrastructure azure python one preferred language comes devops automation however well known works seamlessly azure cloud infrastructure management especially using python sdk available azure the talk demo  code walkthrough setup including authorizations we create set virtual machines deploy chef cookbooks running python scripts	True	True	-94
9	0	2015	False	business intelligence python	i bachelors system science iit jodhpur i introduced python since i working python language my research areas lies business intelligence financial engineering during bachelors degree bachelor thesis focused business intelligence i worked different decision support systems i currently working software development engineer bangalore based big data startup working primarily feature engineering automated machine learning	scientific computing	beginner	workshops	the attendees basic python programming experience basic understanding probability statistics linear algebra concepts would great though prior knowledge mathematical modelling techniques required acquaintance numpy scipy scikitlearn matplotlib package definitely plus	this tutorial aims introducing important concepts business intelligence mathematical modelling targeted audience opportunity implement bi systems python business intelligence may defined set mathematical models analysis methodologies systematically exploit available data retrieve information knowledge may useful supporting complex decisionmaking processes  implemented carefully precisely business intelligence environment offers decision makers information knowledge derived processing data application complex mathematical models algorithms as part tutorial i cover various options available python etl mining data data preparation data exploration regression linear well time series applying classification algorithms like  svm support vector machines clustering algorithms raw data order arrive meaningful conclusions using various python libraries like numpy matplotlib pandas scipy scikitlearn many not introduction possibilities implementing full fledged bi system python session meant implement simple bi system using python libraries also part session audience given brief introduction fields data science machine learning includes implementing machine learning algorithms various problems staged online competition platforms like hackerrank kaggle help learn different models used business intelligent systems see content slidestowards end brief introduction big data pyspark added audience slightest hints work gigantic data what attendees get workshopreferences vercellis c business intelligence data mining optimization decision making wiley 	False	False	-44
29	0	2015	False	comparing scrapping libraries python	tapasweni pathak working software developer sap labs she gsoc mentor systers org she organizing committee ghc india hackathon track she owasp summer code sprint  student she contributes linux kernel works lot side projects she foss enthusiast she reads writes quora she loves c python operating systems compilers in past worked outreachy linux kernel intern engineering intern qualcomm inc research intern iit delhi shaifali agrawalim pursuing masters computer science at present i working systers gsoc intern i worked openstack zaqar  outreachy intern present i active contributor openstack programming python something i enjoy lot python lets convert ideas real project easily i work lot projects participate hackathons contribute open source projectsi believe technology computer science something amazing also involved every part life it plays role ordercook food connect thousands people world it holds vital part almost activities life it power change world change culture change thinking people making lives better	web development	intermediate	talks	a bit 	we review what this talk will coverwe compare series sites evaluating quickly parse pages accurately find data we used pstats cprofile gather data time function calls	False	False	-85
2	0	2015	False	conda crossplatform package manager	harsh gupta wrote new symbolic solvers module computer algebra system sympy he undergraduate student iitkharagpur mentoring gsoc student continue work sympy currently summer intern continuum analytics working automatically build conda package pypi 	infrastructure	beginner	talks	none really good experience writing setuppy publishing packages pypi	being able effectively package distribute software essential success software project this problem often hard nontrivial packages severals dependencies python popular tool called pip install packages python packaging index pypi doesnt always work especially package non python dependencies like libblas libxml this especially relevant scientific anlytics packages like scipy numpy theano heavy lifting done c fortran backendsconda open source crossplatform package manager effectively solves python packaging problem it initially created needs python scientific community python agnostic used languages tools conda also provides features create manage environmentsin talk ill talk	True	False	2
7	0	2015	False	mongodb database backend django	i shanki working software engineer oracle working private cloud management prior oracle i worked mindfire solutions pythondjango developer i responsible development varieties applications mentored small groups	web development	beginner	workshops	a laptop mongodb installed other packagesdependencies distributed workshop it  good participants knows basics django mongodb	in workshop go following create simple app using mongodb djangointroduction mongodb give tryintroduction djangononrel forked version django make work mongodbintroduction django mongodb enginehand create simple application using mongdb djangofirst  topics covered   minutes rest time used hands qa	True	True	-44
27	5	2015	False	developing social robot using raspberry pi python	samarth engineer profession maker heart he leads maker activities pune makers he loves explore cutting edge hardware well software technologies he given talks various national international conferences he got featured network  technology website techincom research work microsoft kinect he also writes technical article electronics for you open source for you earlier linux for you  he authored book raspberry pi titled learning raspberry pi	embedded python	beginner	talks	nan	this talk one develop social robot home using open source hardware development platform raspberry pi  at pune makers  call robot bigbot some things first part talk cover one develop mentioned features using raspberry pi python libraries second part information connecting different sensors raspberry pi one make bigbot smarter intelligent in end  share pune makers future plan bigbot we also try live demo robot conference approximate toc note  jibo inspired us create bigbot if dont know jibo  checkout content urls section	False	True	-111
0	0	2015	False	python nosql buddies arangodb cassandra	"looking rd positions software engineering positions keep active
currently working assistant professor mitaoe also github activist
in order keep skills sharp i currently trying contribute following open source projects"	data visualization analytics	intermediate	workshops	targeted audience developerstudents try get hands dirty python  nosql databasesprerequisite	"outline
most us gets stuck get understanding nosql databases means firing queries creating basic level steps this session tries give intermediate developer feel use nosql databases full fledge manner 
 in session i skipping mongodb due two reasons
 to avoid repetition going covered workshop fellow speakers
 it well knownaim
this workshop ie handson session consists following stuff
 quick overview basic queries cassandra  arangodb
 setup python connectivity
 sample programs python nosql 
 effectively leverage power nosql pythonmore contents way slides constructionwhy attendfor python lovers to get working knowledge worlds leading nosql databases combo pythonfor nosql databases loverstake ride python nosql databases kick start development needoutcome after workshop 
after session attendees get understanding python programs nosql databases develop next  session also aims development nosql python ideas either serious development funway learning targets give attendees practical exposure theory sessions"	False	True	-20
7	1	2015	False	using boto manage aws	i working consultant leading mobile media company having worked mysql domain several years recently learning scripting languages python preferred using aws boto whereever possible 	infrastructure	beginner	talks	registered amazon web services some basic understanding ec s	"boto python module automate interaction infrastructural services offered amazon web services
it think aws console user friendly want write simple script instead browsing web boto i show subclass boto suit needs"	True	False	16
18	2	2015	False	build python web apps breeze visual studio	"hello thanks reading talkproposal my name sameeksha khare i work technology evangelist microsoft currently i focusing azure windows i really excited pycon i hope liked abstract
dont forget vote
thanks"	others	beginner	talks	nan	use favorite python deploy web apps breeze using python tools visual studio check create web application using bottle web framework alternately django flask vs deploy azure web apps via windows maclinux tools command line we also see configure web application use azure storage mongodb publish	True	False	-84
16	3	2015	False	python flask framework	pralhad hails pune he  years experience lamp though php perl core expertise  found python interesting developer friendly language he worked exensively python learning since last couple years he knows django framework quite well gained expertise flask framework currently he likes share knowledge conducting productive tranings workshops previously conducted many traning programs php drupal apart work pralhad likes music travelling new places	web development	intermediate	workshops	nan	"i would like propose session flask framework following objectivestarget audienceobjectives
outcome session
participants able get confident flasks inherent capabilities gain least intermediate level expertise develop applications flask framework"	False	True	-44
38	2	2015	False	building python sandbox	i undergraduate student international institute information technology iiith this first time speaker python conference i hoping encouraging feedback side	security	beginner	talks	basic understanding python	how run untrusted python script safely a sandbox security mechanism separating running programs python popular scripting language needs mechanisms this talk cover work building python sandbox scratch	False	True	-44
14	0	2015	False	introduction mocking python	prashanth pai works associate software engineer red hat he primarily associated contributes following open source projects	testing	beginner	talks	knowing unittest nose modules plus prerequisite per se	"mock python testing module allows replace parts methods classes etc application mock objects make assertions used this talk nicely compliments unit testing  talk talk proposed someone elsethis talk aims primarily touch upon following topicsalso illustrate examples real code use techniques
among things i certainly wish talk compare various mocking libraries for example mock vs mox "	False	False	35
13	2	2015	False	making contextual recommendation engine using python deep learning paralleldots	"muktabh one cofounders paralleldots he handles data science software architecture startup 
previously he worked opera solutions  consultant data scientist wherein helped solving many data based problems healthcare internet procurementretail personal finance  he degree information systems bits pilani pilani
social handles inlinkedincominmuktabh  muktabh"	scientific computing	beginner	talks	this talk intended developers using python data analysis knowledge numpy  basic machine learning help understand talk better essential the talk assumes previous experience deep learning	"paralleldots  paralleldotscom  recommendation engine publishers increase engagementmonetization websites for end user solves problem information overload providing set relevant stories history whatever heshe reading
paralleldots provides set recommendation engines include accurate related posts widget automated timeline views news articles related content social media sentiment around these implemented form microservices python go julia one various recommendation engines paralleldots offers online publishers state art accurate related posts plugin uses deep learning this talks walks technology decisions algorithms choices decided write enhanced accuracycost optimized search engine searches related postsattendees walk knowing deep learning types deep learning algorithms various libraries use python
they also learn found deep learning techniques better traditional topic models use make search engine related documentswe also talk hacks used scale web services handle thousands concurrent recommendations
join us learn deep learning enhances accuracy traditional algorithms incorporated productiontalk outlinea why normal fulltext search work the problem incorrect tagging slow search queriesb paralleldots mvp topic models issues accuracy scalingc decision use deep learning aims new architecture not enough funds distributed system search related posts millions documents reasonable timea deep neural networksb types deep neural networks convolutional dbns recurrent recursive how differ structure types neurons trainingc backpropogation variantsd features various deep learning libraries python theano pylearn theanets lasagne kayak pybraina solving problem highdimensionality using word embeddings b common approaches word embeddingc modelling language series characters using recurrent neural networks c models use  named entity recognition neural netsd models use combining word embeddings using heuristics recursive neural networksa using search data structures convert search related posts operations on olognb space partitioning trees  search nearest neighbours examples trees kdtree  ball tree  vp treec why chose vp tree  what libraries use code python parallelization data parallel pythons multiprocessing parallelization best working towards shared memory parallel versiona hacks scale recommendationsb using golangs channels unique requests"	False	True	-43
3	0	2015	False	ramcloud next generation storage system	i phd student amrita university amritapuri campus kollam kerala my area research inmemory storage systems i set ramcloud cluster lab carried experiments i also part foss club fossamritaacin amrita mentor students contribute open source projects i part google summer code  i contributed ecidadania edemocratic web application written pythondjango	infrastructure	intermediate	talks	nan	ramcloud project began stanford university general purpose storage system every byte data always reside drammain memory disk take role archival backup it developed completely using commodity hardware provide access latency the ramcloud technology useful data centric applications like current web application performance crucial i would like give overview ramcloud advantage memory based storage system like redis memcache etc python binding using work	True	True	7
19	3	2015	False	realtime processing highvelocity social media data streams apache storm	i sarthak backend engineer airwoot ive working fulltime python last  half years always inclination towards datascience making sense open data yes httpdatagov happens one favourite sites im extremely active twitter big events often open python console take quick digs checking theyre spreading at airwoot work socialdata daily basis feedback clients led us believe analytics one stronger suits our tech stack completely python databases spread across postgresql mongodb we using apache storm analytics last months derived fantastic value having worked startups close  years often shouldered responsibility dataguy i believe exciting opportunity share experience i believe rather fabulous piece technology	data visualization analytics	intermediate	talks	there isnt much terms prerequisites awareness socialmedia works would great knowledge twitterfacebook apis would added bonus	for realtime analytics processing data faster consumption process imperative with social media even there lot options task messaging queues eg celery rabbitmq etc both brokercentric maintain state every event happens leaves extra dependency layer storm however works completely within layer comes consumption processing tasks this immediately makes lightweight easier maintain   storm opensource distributed realtime computing system it processes receives often looked realtime counterpart hadoops batchprocessing prowess it based topology architecture divided two computing units spouts bolts spouts generate data feed bolts process maymay feed bolts storm scalable guarantees processing data generated simple setup used language usp twitter owns project uses analytics	False	False	18
